"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"7 / 1,591";"0%";"9 / 1,723";"1%";"8 / 1,725";"0%";"33 / 3,554";"1%";"17 / 1,785";"1%";"22 / 1,646";"1%";"11 / 1,780";"1%";"6 / 1,673";"0%";"6 / 1,685";"0%"
"Own / household car";"1,027 / 1,591";"65%";"1,056 / 1,723";"61%";"1,203 / 1,725";"70%";"2,302 / 3,554";"65%";"1,280 / 1,785";"72%";"1,114 / 1,646";"68%";"1,167 / 1,780";"66%";"877 / 1,673";"52%";"871 / 1,685";"52%"
"Own bicycle";"271 / 1,591";"17%";"431 / 1,723";"25%";"232 / 1,725";"13%";"822 / 3,554";"23%";"222 / 1,785";"12%";"367 / 1,646";"22%";"175 / 1,780";"10%";"433 / 1,673";"26%";"294 / 1,685";"17%"
"Own motor scooter (e.g., Vespa)";"39 / 1,591";"2%";"25 / 1,723";"1%";"35 / 1,725";"2%";"91 / 3,554";"3%";"131 / 1,785";"7%";"37 / 1,646";"2%";"65 / 1,780";"4%";"23 / 1,673";"1%";"54 / 1,685";"3%"
"Own motorcycle";"52 / 1,591";"3%";"40 / 1,723";"2%";"66 / 1,725";"4%";"132 / 3,554";"4%";"83 / 1,785";"5%";"61 / 1,646";"4%";"87 / 1,780";"5%";"27 / 1,673";"2%";"55 / 1,685";"3%"
"Public transportation";"544 / 1,591";"34%";"436 / 1,723";"25%";"381 / 1,725";"22%";"923 / 3,554";"26%";"384 / 1,785";"22%";"567 / 1,646";"34%";"470 / 1,780";"26%";"512 / 1,673";"31%";"661 / 1,685";"39%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"13 / 1,591";"1%";"37 / 1,723";"2%";"23 / 1,725";"1%";"37 / 3,554";"1%";"21 / 1,785";"1%";"33 / 1,646";"2%";"35 / 1,780";"2%";"12 / 1,673";"1%";"12 / 1,685";"1%"
"Taxis";"27 / 1,591";"2%";"36 / 1,723";"2%";"22 / 1,725";"1%";"73 / 3,554";"2%";"27 / 1,785";"2%";"118 / 1,646";"7%";"55 / 1,780";"3%";"41 / 1,673";"2%";"23 / 1,685";"1%"
"Other";"95 / 1,591";"6%";"176 / 1,723";"10%";"132 / 1,725";"8%";"173 / 3,554";"5%";"97 / 1,785";"5%";"88 / 1,646";"5%";"211 / 1,780";"12%";"143 / 1,673";"9%";"110 / 1,685";"7%"
""
""
"2022 - Update 2"
""
"Answers";"Austria";"";"Finland";"";"France";"";"Germany";"";"Italy";"";"Poland";"";"Spain";"";"Sweden";"";"Switzerland";""
"";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent"
"Base";"1,593 / 1,593";"100%";"1,732 / 1,732";"100%";"1,741 / 1,741";"100%";"3,973 / 3,973";"100%";"1,803 / 1,803";"100%";"1,661 / 1,661";"100%";"1,808 / 1,808";"100%";"1,697 / 1,697";"100%";"1,504 / 1,504";"100%"
"Bike rentals / bike sharing";"25 / 1,593";"2%";"22 / 1,732";"1%";"47 / 1,741";"3%";"92 / 3,973";"2%";"36 / 1,803";"2%";"41 / 1,661";"2%";"39 / 1,808";"2%";"22 / 1,697";"1%";"31 / 1,504";"2%"
"Car sharing (short periods, e.g., by the minute, not traditional car rental)";"15 / 1,593";"1%";"11 / 1,732";"1%";"28 / 1,741";"2%";"57 / 3,973";"1%";"52 / 1,803";"3%";"28 / 1,661";"2%";"42 / 1,808";"2%";"16 / 1,697";"1%";"14 / 1,504";"1%"
"e-scooter sharing (stand-up scooter for short periods, e.g., by the hour)";"10 / 806";"1%";"25 / 875";"3%";"16 / 883";"2%";"45 / 2,399";"2%";"9 / 914";"1%";"20 / 820";"2%";"22 / 912";"2%";"22 / 860";"3%";"6 / 654";"1%"
"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"7 / 1,593";"0%";"10 / 1,732";"1%";"13 / 1,741";"1%";"35 / 3,973";"1%";"20 / 1,803";"1%";"20 / 1,661";"1%";"12 / 1,808";"1%";"6 / 1,697";"0%";"8 / 1,504";"1%"
"Own / household car";"1,000 / 1,593";"63%";"1,051 / 1,732";"61%";"1,197 / 1,741";"69%";"2,571 / 3,973";"65%";"1,297 / 1,803";"72%";"1,099 / 1,661";"66%";"1,191 / 1,808";"66%";"897 / 1,697";"53%";"814 / 1,504";"54%"
"Own bicycle";"271 / 1,593";"17%";"432 / 1,732";"25%";"245 / 1,741";"14%";"925 / 3,973";"23%";"220 / 1,803";"12%";"369 / 1,661";"22%";"187 / 1,808";"10%";"433 / 1,697";"26%";"268 / 1,504";"18%"
"Own motor scooter (e.g., Vespa)";"47 / 1,593";"3%";"25 / 1,732";"1%";"48 / 1,741";"3%";"114 / 3,973";"3%";"124 / 1,803";"7%";"42 / 1,661";"3%";"63 / 1,808";"3%";"17 / 1,697";"1%";"54 / 1,504";"4%"
"Own motorcycle";"55 / 1,593";"3%";"48 / 1,732";"3%";"61 / 1,741";"4%";"145 / 3,973";"4%";"85 / 1,803";"5%";"66 / 1,661";"4%";"93 / 1,808";"5%";"27 / 1,697";"2%";"48 / 1,504";"3%"
"Public transportation";"556 / 1,593";"35%";"459 / 1,732";"27%";"398 / 1,741";"23%";"1,072 / 3,973";"27%";"396 / 1,803";"22%";"584 / 1,661";"35%";"498 / 1,808";"28%";"545 / 1,697";"32%";"564 / 1,504";"38%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"16 / 1,593";"1%";"39 / 1,732";"2%";"29 / 1,741";"2%";"52 / 3,973";"1%";"21 / 1,803";"1%";"38 / 1,661";"2%";"51 / 1,808";"3%";"17 / 1,697";"1%";"13 / 1,504";"1%"
"Taxis";"23 / 1,593";"1%";"39 / 1,732";"2%";"27 / 1,741";"2%";"83 / 3,973";"2%";"28 / 1,803";"2%";"113 / 1,661";"7%";"59 / 1,808";"3%";"36 / 1,697";"2%";"33 / 1,504";"2%"
"Other";"102 / 1,593";"6%";"174 / 1,732";"10%";"121 / 1,741";"7%";"168 / 3,973";"4%";"98 / 1,803";"5%";"95 / 1,661";"6%";"203 / 1,808";"11%";"137 / 1,697";"8%";"94 / 1,504";"6%"
""
""
"2022 - Update 3"
""
"Answers";"Austria";"";"Finland";"";"France";"";"Germany";"";"Italy";"";"Poland";"";"Spain";"";"Sweden";"";"Switzerland";""
"";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent"
"Base";"1,598 / 1,598";"100%";"1,732 / 1,732";"100%";"1,771 / 1,771";"100%";"4,447 / 4,447";"100%";"1,819 / 1,819";"100%";"1,656 / 1,656";"100%";"1,828 / 1,828";"100%";"1,716 / 1,716";"100%";"1,250 / 1,250";"100%"
"Bike rentals / bike sharing";"17 / 1,598";"1%";"24 / 1,732";"1%";"50 / 1,771";"3%";"102 / 4,447";"2%";"38 / 1,819";"2%";"48 / 1,656";"3%";"35 / 1,828";"2%";"25 / 1,716";"1%";"20 / 1,250";"2%"
"Car sharing (short periods, e.g., by the minute, not traditional car rental)";"17 / 1,598";"1%";"11 / 1,732";"1%";"30 / 1,771";"2%";"57 / 4,447";"1%";"42 / 1,819";"2%";"30 / 1,656";"2%";"43 / 1,828";"2%";"17 / 1,716";"1%";"9 / 1,250";"1%"
"e-scooter sharing (stand-up scooter for short periods, e.g., by the hour)";"21 / 1,201";"2%";"43 / 1,298";"3%";"23 / 1,341";"2%";"90 / 3,646";"2%";"18 / 1,376";"1%";"36 / 1,237";"3%";"25 / 1,372";"2%";"31 / 1,292";"2%";"8 / 830";"1%"
"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"6 / 1,598";"0%";"13 / 1,732";"1%";"11 / 1,771";"1%";"42 / 4,447";"1%";"22 / 1,819";"1%";"25 / 1,656";"2%";"10 / 1,828";"1%";"6 / 1,716";"0%";"9 / 1,250";"1%"
"Own / household car";"989 / 1,598";"62%";"1,053 / 1,732";"61%";"1,215 / 1,771";"69%";"2,873 / 4,447";"65%";"1,312 / 1,819";"72%";"1,093 / 1,656";"66%";"1,190 / 1,828";"65%";"918 / 1,716";"53%";"683 / 1,250";"55%"
"Own bicycle";"277 / 1,598";"17%";"414 / 1,732";"24%";"258 / 1,771";"15%";"1,027 / 4,447";"23%";"229 / 1,819";"13%";"350 / 1,656";"21%";"177 / 1,828";"10%";"397 / 1,716";"23%";"204 / 1,250";"16%"
"Own motor scooter (e.g., Vespa)";"46 / 1,598";"3%";"24 / 1,732";"1%";"43 / 1,771";"2%";"133 / 4,447";"3%";"124 / 1,819";"7%";"53 / 1,656";"3%";"62 / 1,828";"3%";"21 / 1,716";"1%";"40 / 1,250";"3%"
"Own motorcycle";"49 / 1,598";"3%";"48 / 1,732";"3%";"74 / 1,771";"4%";"171 / 4,447";"4%";"74 / 1,819";"4%";"60 / 1,656";"4%";"92 / 1,828";"5%";"30 / 1,716";"2%";"44 / 1,250";"4%"
"Public transportation";"537 / 1,598";"34%";"447 / 1,732";"26%";"405 / 1,771";"23%";"1,208 / 4,447";"27%";"378 / 1,819";"21%";"601 / 1,656";"36%";"547 / 1,828";"30%";"545 / 1,716";"32%";"458 / 1,250";"37%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"15 / 1,598";"1%";"36 / 1,732";"2%";"33 / 1,771";"2%";"60 / 4,447";"1%";"16 / 1,819";"1%";"43 / 1,656";"3%";"55 / 1,828";"3%";"19 / 1,716";"1%";"9 / 1,250";"1%"
"Taxis";"22 / 1,598";"1%";"35 / 1,732";"2%";"23 / 1,771";"1%";"100 / 4,447";"2%";"33 / 1,819";"2%";"113 / 1,656";"7%";"69 / 1,828";"4%";"36 / 1,716";"2%";"26 / 1,250";"2%"
"Other";"104 / 1,598";"7%";"177 / 1,732";"10%";"124 / 1,771";"7%";"181 / 4,447";"4%";"110 / 1,819";"6%";"89 / 1,656";"5%";"201 / 1,828";"11%";"141 / 1,716";"8%";"88 / 1,250";"7%"
""
""
"2022 - Update 4"
""
"Answers";"Austria";"";"Finland";"";"France";"";"Germany";"";"Italy";"";"Poland";"";"Spain";"";"Sweden";"";"Switzerland";""
"";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent"
"Base";"1,612 / 1,612";"100%";"1,740 / 1,740";"100%";"1,791 / 1,791";"100%";"4,864 / 4,864";"100%";"1,822 / 1,822";"100%";"1,660 / 1,660";"100%";"1,821 / 1,821";"100%";"1,722 / 1,722";"100%";"921 / 921";"100%"
"Bike rentals / bike sharing";"17 / 1,612";"1%";"30 / 1,740";"2%";"64 / 1,791";"4%";"121 / 4,864";"2%";"38 / 1,822";"2%";"47 / 1,660";"3%";"44 / 1,821";"2%";"26 / 1,722";"2%";"19 / 921";"2%"
"Car sharing (short periods, e.g., by the minute, not traditional car rental)";"17 / 1,612";"1%";"12 / 1,740";"1%";"34 / 1,791";"2%";"80 / 4,864";"2%";"37 / 1,822";"2%";"32 / 1,660";"2%";"41 / 1,821";"2%";"16 / 1,722";"1%";"5 / 921";"1%"
"e-scooter sharing (stand-up scooter for short periods, e.g., by the hour)";"27 / 1,612";"2%";"52 / 1,740";"3%";"31 / 1,791";"2%";"123 / 4,864";"3%";"23 / 1,822";"1%";"53 / 1,660";"3%";"32 / 1,821";"2%";"39 / 1,722";"2%";"9 / 921";"1%"
"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"7 / 1,612";"0%";"14 / 1,740";"1%";"17 / 1,791";"1%";"61 / 4,864";"1%";"22 / 1,822";"1%";"26 / 1,660";"2%";"12 / 1,821";"1%";"9 / 1,722";"1%";"8 / 921";"1%"
"Own / household car";"984 / 1,612";"61%";"1,065 / 1,740";"61%";"1,226 / 1,791";"68%";"3,149 / 4,864";"65%";"1,296 / 1,822";"71%";"1,072 / 1,660";"65%";"1,195 / 1,821";"66%";"909 / 1,722";"53%";"490 / 921";"53%"
"Own bicycle";"270 / 1,612";"17%";"428 / 1,740";"25%";"262 / 1,791";"15%";"1,136 / 4,864";"23%";"230 / 1,822";"13%";"375 / 1,660";"23%";"191 / 1,821";"10%";"392 / 1,722";"23%";"150 / 921";"16%"
"Own motor scooter (e.g., Vespa)";"43 / 1,612";"3%";"23 / 1,740";"1%";"50 / 1,791";"3%";"155 / 4,864";"3%";"127 / 1,822";"7%";"53 / 1,660";"3%";"69 / 1,821";"4%";"23 / 1,722";"1%";"27 / 921";"3%"
"Own motorcycle";"49 / 1,612";"3%";"50 / 1,740";"3%";"88 / 1,791";"5%";"186 / 4,864";"4%";"61 / 1,822";"3%";"63 / 1,660";"4%";"94 / 1,821";"5%";"29 / 1,722";"2%";"36 / 921";"4%"
"Public transportation";"521 / 1,612";"32%";"451 / 1,740";"26%";"387 / 1,791";"22%";"1,317 / 4,864";"27%";"391 / 1,822";"21%";"618 / 1,660";"37%";"559 / 1,821";"31%";"558 / 1,722";"32%";"348 / 921";"38%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"15 / 1,612";"1%";"33 / 1,740";"2%";"48 / 1,791";"3%";"81 / 4,864";"2%";"21 / 1,822";"1%";"56 / 1,660";"3%";"58 / 1,821";"3%";"26 / 1,722";"2%";"7 / 921";"1%"
"Taxis";"26 / 1,612";"2%";"37 / 1,740";"2%";"35 / 1,791";"2%";"118 / 4,864";"2%";"35 / 1,822";"2%";"123 / 1,660";"7%";"58 / 1,821";"3%";"35 / 1,722";"2%";"22 / 921";"2%"
"Other";"108 / 1,612";"7%";"168 / 1,740";"10%";"134 / 1,791";"7%";"196 / 4,864";"4%";"108 / 1,822";"6%";"84 / 1,660";"5%";"192 / 1,821";"11%";"147 / 1,722";"9%";"71 / 921";"8%"
""
""
"2023 - Update 1"
""
"Answers";"Austria";"";"Finland";"";"France";"";"Germany";"";"Italy";"";"Poland";"";"Spain";"";"Sweden";"";"Switzerland";""
"";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent"
"Base";"1,624 / 1,624";"100%";"1,745 / 1,745";"100%";"1,776 / 1,776";"100%";"4,887 / 4,887";"100%";"1,809 / 1,809";"100%";"1,675 / 1,675";"100%";"1,818 / 1,818";"100%";"1,716 / 1,716";"100%";"906 / 906";"100%"
"Bike rentals / bike sharing";"17 / 1,624";"1%";"31 / 1,745";"2%";"65 / 1,776";"4%";"135 / 4,887";"3%";"37 / 1,809";"2%";"53 / 1,675";"3%";"36 / 1,818";"2%";"29 / 1,716";"2%";"42 / 906";"5%"
"Car sharing (short periods, e.g., by the minute, not traditional car rental)";"15 / 1,624";"1%";"17 / 1,745";"1%";"34 / 1,776";"2%";"94 / 4,887";"2%";"36 / 1,809";"2%";"40 / 1,675";"2%";"42 / 1,818";"2%";"17 / 1,716";"1%";"16 / 906";"2%"
"e-scooter sharing (stand-up scooter for short periods, e.g., by the hour)";"22 / 1,624";"1%";"48 / 1,745";"3%";"36 / 1,776";"2%";"130 / 4,887";"3%";"24 / 1,809";"1%";"46 / 1,675";"3%";"28 / 1,818";"2%";"40 / 1,716";"2%";"14 / 906";"2%"
"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"10 / 1,624";"1%";"14 / 1,745";"1%";"23 / 1,776";"1%";"77 / 4,887";"2%";"18 / 1,809";"1%";"24 / 1,675";"1%";"12 / 1,818";"1%";"9 / 1,716";"1%";"18 / 906";"2%"
"Own / household car";"995 / 1,624";"61%";"1,080 / 1,745";"62%";"1,192 / 1,776";"67%";"3,146 / 4,887";"64%";"1,281 / 1,809";"71%";"1,087 / 1,675";"65%";"1,168 / 1,818";"64%";"880 / 1,716";"51%";"446 / 906";"49%"
"Own e-scooter (stand-up scooter)";"16 / 408";"4%";"8 / 441";"2%";"20 / 433";"5%";"31 / 1,212";"3%";"10 / 441";"2%";"14 / 423";"3%";"14 / 452";"3%";"18 / 427";"4%";"21 / 405";"5%"
"Own electric motor scooter (sit-down scooter)";"7 / 408";"2%";"2 / 441";"0%";"9 / 433";"2%";"22 / 1,212";"2%";"2 / 441";"0%";"3 / 423";"1%";"1 / 452";"0%";"4 / 427";"1%";"14 / 405";"3%"
"Own bicycle";"277 / 1,624";"17%";"424 / 1,745";"24%";"261 / 1,776";"15%";"1,115 / 4,887";"23%";"222 / 1,809";"12%";"354 / 1,675";"21%";"180 / 1,818";"10%";"401 / 1,716";"23%";"151 / 906";"17%"
"Own motor scooter (e.g., Vespa)";"53 / 1,624";"3%";"17 / 1,745";"1%";"54 / 1,776";"3%";"169 / 4,887";"3%";"124 / 1,809";"7%";"46 / 1,675";"3%";"62 / 1,818";"3%";"22 / 1,716";"1%";"36 / 906";"4%"
"Own motorcycle";"46 / 1,624";"3%";"49 / 1,745";"3%";"86 / 1,776";"5%";"193 / 4,887";"4%";"59 / 1,809";"3%";"70 / 1,675";"4%";"94 / 1,818";"5%";"34 / 1,716";"2%";"53 / 906";"6%"
"Public transportation";"507 / 1,624";"31%";"444 / 1,745";"25%";"405 / 1,776";"23%";"1,313 / 4,887";"27%";"410 / 1,809";"23%";"643 / 1,675";"38%";"573 / 1,818";"32%";"585 / 1,716";"34%";"304 / 906";"34%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"15 / 1,624";"1%";"31 / 1,745";"2%";"45 / 1,776";"3%";"104 / 4,887";"2%";"21 / 1,809";"1%";"63 / 1,675";"4%";"62 / 1,818";"3%";"31 / 1,716";"2%";"19 / 906";"2%"
"Taxis";"30 / 1,624";"2%";"28 / 1,745";"2%";"39 / 1,776";"2%";"146 / 4,887";"3%";"35 / 1,809";"2%";"123 / 1,675";"7%";"58 / 1,818";"3%";"36 / 1,716";"2%";"41 / 906";"5%"
"Other";"112 / 1,624";"7%";"168 / 1,745";"10%";"135 / 1,776";"8%";"189 / 4,887";"4%";"97 / 1,809";"5%";"72 / 1,675";"4%";"202 / 1,818";"11%";"157 / 1,716";"9%";"59 / 906";"7%"
""
""
"2023 - Update 2"
""
"Answers";"Austria";"";"Finland";"";"France";"";"Germany";"";"Italy";"";"Poland";"";"Spain";"";"Sweden";"";"Switzerland";""
"";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent"
"Base";"1,616 / 1,616";"100%";"1,740 / 1,740";"100%";"1,791 / 1,791";"100%";"4,853 / 4,853";"100%";"1,805 / 1,805";"100%";"1,706 / 1,706";"100%";"1,820 / 1,820";"100%";"1,714 / 1,714";"100%";"1,143 / 1,143";"100%"
"Bike rentals / bike sharing";"18 / 1,616";"1%";"31 / 1,740";"2%";"64 / 1,791";"4%";"137 / 4,853";"3%";"44 / 1,805";"2%";"48 / 1,706";"3%";"31 / 1,820";"2%";"30 / 1,714";"2%";"52 / 1,143";"5%"
"Car sharing (short periods, e.g., by the minute, not traditional car rental)";"20 / 1,616";"1%";"14 / 1,740";"1%";"37 / 1,791";"2%";"98 / 4,853";"2%";"32 / 1,805";"2%";"36 / 1,706";"2%";"29 / 1,820";"2%";"22 / 1,714";"1%";"33 / 1,143";"3%"
"e-scooter sharing (stand-up scooter for short periods, e.g., by the hour)";"24 / 1,616";"1%";"47 / 1,740";"3%";"32 / 1,791";"2%";"133 / 4,853";"3%";"24 / 1,805";"1%";"44 / 1,706";"3%";"19 / 1,820";"1%";"36 / 1,714";"2%";"27 / 1,143";"2%"
"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"10 / 1,616";"1%";"13 / 1,740";"1%";"24 / 1,791";"1%";"72 / 4,853";"1%";"16 / 1,805";"1%";"26 / 1,706";"2%";"14 / 1,820";"1%";"12 / 1,714";"1%";"28 / 1,143";"2%"
"Own / household car";"976 / 1,616";"60%";"1,060 / 1,740";"61%";"1,184 / 1,791";"66%";"3,110 / 4,853";"64%";"1,265 / 1,805";"70%";"1,104 / 1,706";"65%";"1,158 / 1,820";"64%";"867 / 1,714";"51%";"542 / 1,143";"47%"
"Own e-scooter (stand-up scooter)";"33 / 810";"4%";"18 / 875";"2%";"42 / 883";"5%";"67 / 2,388";"3%";"15 / 897";"2%";"27 / 866";"3%";"27 / 911";"3%";"35 / 852";"4%";"38 / 876";"4%"
"Own electric motor scooter (sit-down scooter)";"9 / 810";"1%";"7 / 875";"1%";"14 / 883";"2%";"47 / 2,388";"2%";"7 / 897";"1%";"6 / 866";"1%";"5 / 911";"1%";"14 / 852";"2%";"25 / 876";"3%"
"Own bicycle";"263 / 1,616";"16%";"439 / 1,740";"25%";"263 / 1,791";"15%";"1,087 / 4,853";"22%";"219 / 1,805";"12%";"380 / 1,706";"22%";"172 / 1,820";"9%";"422 / 1,714";"25%";"199 / 1,143";"17%"
"Own motor scooter (e.g., Vespa)";"45 / 1,616";"3%";"19 / 1,740";"1%";"45 / 1,791";"3%";"161 / 4,853";"3%";"115 / 1,805";"6%";"41 / 1,706";"2%";"58 / 1,820";"3%";"30 / 1,714";"2%";"55 / 1,143";"5%"
"Own motorcycle";"44 / 1,616";"3%";"44 / 1,740";"3%";"92 / 1,791";"5%";"210 / 4,853";"4%";"63 / 1,805";"3%";"59 / 1,706";"3%";"84 / 1,820";"5%";"41 / 1,714";"2%";"84 / 1,143";"7%"
"Public transportation";"542 / 1,616";"34%";"456 / 1,740";"26%";"404 / 1,791";"23%";"1,324 / 4,853";"27%";"423 / 1,805";"23%";"667 / 1,706";"39%";"577 / 1,820";"32%";"574 / 1,714";"33%";"388 / 1,143";"34%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"14 / 1,616";"1%";"36 / 1,740";"2%";"44 / 1,791";"2%";"104 / 4,853";"2%";"18 / 1,805";"1%";"59 / 1,706";"3%";"51 / 1,820";"3%";"34 / 1,714";"2%";"32 / 1,143";"3%"
"Taxis";"35 / 1,616";"2%";"27 / 1,740";"2%";"36 / 1,791";"2%";"149 / 4,853";"3%";"32 / 1,805";"2%";"134 / 1,706";"8%";"55 / 1,820";"3%";"43 / 1,714";"3%";"55 / 1,143";"5%"
"Other";"110 / 1,616";"7%";"166 / 1,740";"10%";"149 / 1,791";"8%";"206 / 4,853";"4%";"98 / 1,805";"5%";"72 / 1,706";"4%";"201 / 1,820";"11%";"151 / 1,714";"9%";"81 / 1,143";"7%"
""
""
"2023 - Update 3"
""
"Answers";"Austria";"";"Finland";"";"France";"";"Germany";"";"Italy";"";"Poland";"";"Spain";"";"Sweden";"";"Switzerland";""
"";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent"
"Base";"1,619 / 1,619";"100%";"1,761 / 1,761";"100%";"1,780 / 1,780";"100%";"4,811 / 4,811";"100%";"1,798 / 1,798";"100%";"1,712 / 1,712";"100%";"1,823 / 1,823";"100%";"1,730 / 1,730";"100%";"1,343 / 1,343";"100%"
"Bike rentals / bike sharing";"28 / 1,619";"2%";"30 / 1,761";"2%";"70 / 1,780";"4%";"147 / 4,811";"3%";"39 / 1,798";"2%";"42 / 1,712";"2%";"35 / 1,823";"2%";"33 / 1,730";"2%";"66 / 1,343";"5%"
"Car sharing (short periods, e.g., by the minute, not traditional car rental)";"19 / 1,619";"1%";"15 / 1,761";"1%";"38 / 1,780";"2%";"122 / 4,811";"3%";"34 / 1,798";"2%";"31 / 1,712";"2%";"26 / 1,823";"1%";"18 / 1,730";"1%";"46 / 1,343";"3%"
"e-scooter sharing (stand-up scooter for short periods, e.g., by the hour)";"17 / 1,619";"1%";"33 / 1,761";"2%";"31 / 1,780";"2%";"136 / 4,811";"3%";"21 / 1,798";"1%";"36 / 1,712";"2%";"20 / 1,823";"1%";"36 / 1,730";"2%";"31 / 1,343";"2%"
"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"11 / 1,619";"1%";"8 / 1,761";"0%";"26 / 1,780";"1%";"77 / 4,811";"2%";"16 / 1,798";"1%";"21 / 1,712";"1%";"14 / 1,823";"1%";"15 / 1,730";"1%";"31 / 1,343";"2%"
"Own / household car";"997 / 1,619";"62%";"1,068 / 1,761";"61%";"1,148 / 1,780";"64%";"3,049 / 4,811";"63%";"1,239 / 1,798";"69%";"1,085 / 1,712";"63%";"1,149 / 1,823";"63%";"864 / 1,730";"50%";"652 / 1,343";"49%"
"Own e-scooter (stand-up scooter)";"49 / 1,208";"4%";"23 / 1,319";"2%";"59 / 1,330";"4%";"106 / 3,593";"3%";"23 / 1,352";"2%";"40 / 1,289";"3%";"47 / 1,374";"3%";"48 / 1,300";"4%";"50 / 1,252";"4%"
"Own electric motor scooter (sit-down scooter)";"10 / 1,208";"1%";"10 / 1,319";"1%";"17 / 1,330";"1%";"66 / 3,593";"2%";"13 / 1,352";"1%";"7 / 1,289";"1%";"8 / 1,374";"1%";"19 / 1,300";"1%";"37 / 1,252";"3%"
"Own bicycle";"262 / 1,619";"16%";"439 / 1,761";"25%";"252 / 1,780";"14%";"1,123 / 4,811";"23%";"227 / 1,798";"13%";"394 / 1,712";"23%";"175 / 1,823";"10%";"446 / 1,730";"26%";"246 / 1,343";"18%"
"Own motor scooter (e.g., Vespa)";"52 / 1,619";"3%";"20 / 1,761";"1%";"52 / 1,780";"3%";"176 / 4,811";"4%";"113 / 1,798";"6%";"32 / 1,712";"2%";"50 / 1,823";"3%";"28 / 1,730";"2%";"68 / 1,343";"5%"
"Own motorcycle";"54 / 1,619";"3%";"38 / 1,761";"2%";"83 / 1,780";"5%";"216 / 4,811";"4%";"66 / 1,798";"4%";"56 / 1,712";"3%";"90 / 1,823";"5%";"39 / 1,730";"2%";"96 / 1,343";"7%"
"Public transportation";"554 / 1,619";"34%";"472 / 1,761";"27%";"388 / 1,780";"22%";"1,346 / 4,811";"28%";"426 / 1,798";"24%";"656 / 1,712";"38%";"577 / 1,823";"32%";"594 / 1,730";"34%";"457 / 1,343";"34%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"20 / 1,619";"1%";"35 / 1,761";"2%";"44 / 1,780";"2%";"120 / 4,811";"2%";"28 / 1,798";"2%";"60 / 1,712";"4%";"46 / 1,823";"3%";"36 / 1,730";"2%";"39 / 1,343";"3%"
"Taxis";"39 / 1,619";"2%";"29 / 1,761";"2%";"38 / 1,780";"2%";"158 / 4,811";"3%";"30 / 1,798";"2%";"136 / 1,712";"8%";"55 / 1,823";"3%";"45 / 1,730";"3%";"70 / 1,343";"5%"
"Other";"96 / 1,619";"6%";"168 / 1,761";"10%";"165 / 1,780";"9%";"210 / 4,811";"4%";"103 / 1,798";"6%";"78 / 1,712";"5%";"190 / 1,823";"10%";"142 / 1,730";"8%";"83 / 1,343";"6%"
""
Survey details
Country: Austria
Number of respondents: 12516
Age of respondents: 18 to 64 years old
Type of respondents: residential online population
Survey time period: 12 February 2020 to 25 August 2020
As of: 17 July 2023
