"Car sharing (short periods, e.g., by the minute, not traditional car rental)";"12 / 2,035";"1%";"30 / 2,032";"1%";"44 / 2,033";"2%";"66 / 4,525";"1%";"29 / 2,032";"1%";"32 / 2,034";"2%";"54 / 2,029";"3%";"26 / 2,035";"1%";"21 / 2,012";"1%"
"e-scooter sharing (stand-up scooter for short periods, e.g., by the hour)";"7 / 508";"1%";"11 / 509";"2%";"10 / 510";"2%";"27 / 1,504";"2%";"7 / 508";"1%";"12 / 508";"2%";"14 / 507";"3%";"9 / 508";"2%";"4 / 505";"1%"
"Local public transportation";"589 / 2,035";"29%";"412 / 2,032";"20%";"420 / 2,033";"21%";"1,025 / 4,525";"23%";"342 / 2,032";"17%";"509 / 2,034";"25%";"515 / 2,029";"25%";"497 / 2,035";"24%";"715 / 2,012";"36%"
"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"14 / 2,035";"1%";"24 / 2,032";"1%";"20 / 2,033";"1%";"55 / 4,525";"1%";"30 / 2,032";"1%";"24 / 2,034";"1%";"25 / 2,029";"1%";"30 / 2,035";"1%";"19 / 2,012";"1%"
"Own bicycle";"529 / 2,035";"26%";"646 / 2,032";"32%";"386 / 2,033";"19%";"1,561 / 4,525";"34%";"560 / 2,032";"28%";"750 / 2,034";"37%";"450 / 2,029";"22%";"664 / 2,035";"33%";"519 / 2,012";"26%"
"Own motorcycle";"60 / 2,035";"3%";"64 / 2,032";"3%";"75 / 2,033";"4%";"157 / 4,525";"3%";"123 / 2,032";"6%";"72 / 2,034";"4%";"146 / 2,029";"7%";"38 / 2,035";"2%";"77 / 2,012";"4%"
"Own motor scooter";"67 / 2,035";"3%";"38 / 2,032";"2%";"57 / 2,033";"3%";"141 / 4,525";"3%";"205 / 2,032";"10%";"75 / 2,034";"4%";"119 / 2,029";"6%";"45 / 2,035";"2%";"76 / 2,012";"4%"
"Own / household car";"1,458 / 2,035";"72%";"1,420 / 2,032";"70%";"1,510 / 2,033";"74%";"3,194 / 4,525";"71%";"1,664 / 2,032";"82%";"1,446 / 2,034";"71%";"1,523 / 2,029";"75%";"1,312 / 2,035";"64%";"1,296 / 2,012";"64%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"12 / 2,035";"1%";"66 / 2,032";"3%";"23 / 2,033";"1%";"42 / 4,525";"1%";"24 / 2,032";"1%";"39 / 2,034";"2%";"37 / 2,029";"2%";"25 / 2,035";"1%";"16 / 2,012";"1%"
"Taxis";"26 / 2,035";"1%";"37 / 2,032";"2%";"24 / 2,033";"1%";"75 / 4,525";"2%";"33 / 2,032";"2%";"64 / 2,034";"3%";"48 / 2,029";"2%";"46 / 2,035";"2%";"24 / 2,012";"1%"
"Occasional user / non-user";"157 / 2,035";"8%";"200 / 2,032";"10%";"235 / 2,033";"12%";"439 / 4,525";"10%";"176 / 2,032";"9%";"202 / 2,034";"10%";"222 / 2,029";"11%";"250 / 2,035";"12%";"148 / 2,012";"7%"
""
""
"2022 - Update 2"
""
"Answers";"Austria";"";"Finland";"";"France";"";"Germany";"";"Italy";"";"Poland";"";"Spain";"";"Sweden";"";"Switzerland";""
"";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent"
"Base";"2,035 / 2,035";"100%";"2,033 / 2,033";"100%";"2,035 / 2,035";"100%";"5,028 / 5,028";"100%";"2,030 / 2,030";"100%";"2,035 / 2,035";"100%";"2,029 / 2,029";"100%";"2,033 / 2,033";"100%";"1,773 / 1,773";"100%"
"Bike rentals / bike sharing";"27 / 2,035";"1%";"51 / 2,033";"3%";"58 / 2,035";"3%";"138 / 5,028";"3%";"55 / 2,030";"3%";"55 / 2,035";"3%";"59 / 2,029";"3%";"68 / 2,033";"3%";"47 / 1,773";"3%"
"Car sharing (short periods, e.g., by the minute, not traditional car rental)";"12 / 2,035";"1%";"34 / 2,033";"2%";"46 / 2,035";"2%";"75 / 5,028";"1%";"38 / 2,030";"2%";"28 / 2,035";"1%";"57 / 2,029";"3%";"24 / 2,033";"1%";"32 / 1,773";"2%"
"e-scooter sharing (stand-up scooter for short periods, e.g., by the hour)";"9 / 1,017";"1%";"20 / 1,018";"2%";"27 / 1,020";"3%";"72 / 3,014";"2%";"13 / 1,014";"1%";"16 / 1,018";"2%";"32 / 1,015";"3%";"26 / 1,015";"3%";"8 / 774";"1%"
"Local public transportation";"609 / 2,035";"30%";"442 / 2,033";"22%";"435 / 2,035";"21%";"1,183 / 5,028";"24%";"363 / 2,030";"18%";"539 / 2,035";"26%";"544 / 2,029";"27%";"532 / 2,033";"26%";"624 / 1,773";"35%"
"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"15 / 2,035";"1%";"25 / 2,033";"1%";"25 / 2,035";"1%";"64 / 5,028";"1%";"25 / 2,030";"1%";"25 / 2,035";"1%";"26 / 2,029";"1%";"30 / 2,033";"1%";"24 / 1,773";"1%"
"Own bicycle";"542 / 2,035";"27%";"642 / 2,033";"32%";"400 / 2,035";"20%";"1,766 / 5,028";"35%";"541 / 2,030";"27%";"712 / 2,035";"35%";"456 / 2,029";"22%";"655 / 2,033";"32%";"452 / 1,773";"25%"
"Own motorcycle";"70 / 2,035";"3%";"67 / 2,033";"3%";"74 / 2,035";"4%";"177 / 5,028";"4%";"117 / 2,030";"6%";"72 / 2,035";"4%";"164 / 2,029";"8%";"47 / 2,033";"2%";"73 / 1,773";"4%"
"Own motor scooter";"68 / 2,035";"3%";"43 / 2,033";"2%";"67 / 2,035";"3%";"167 / 5,028";"3%";"205 / 2,030";"10%";"80 / 2,035";"4%";"117 / 2,029";"6%";"45 / 2,033";"2%";"80 / 1,773";"5%"
"Own / household car";"1,454 / 2,035";"71%";"1,419 / 2,033";"70%";"1,507 / 2,035";"74%";"3,589 / 5,028";"71%";"1,669 / 2,030";"82%";"1,424 / 2,035";"70%";"1,530 / 2,029";"75%";"1,325 / 2,033";"65%";"1,159 / 1,773";"65%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"12 / 2,035";"1%";"60 / 2,033";"3%";"30 / 2,035";"1%";"50 / 5,028";"1%";"30 / 2,030";"1%";"33 / 2,035";"2%";"42 / 2,029";"2%";"31 / 2,033";"2%";"17 / 1,773";"1%"
"Taxis";"24 / 2,035";"1%";"35 / 2,033";"2%";"26 / 2,035";"1%";"84 / 5,028";"2%";"31 / 2,030";"2%";"63 / 2,035";"3%";"56 / 2,029";"3%";"46 / 2,033";"2%";"31 / 1,773";"2%"
"Occasional user / non-user";"163 / 2,035";"8%";"194 / 2,033";"10%";"232 / 2,035";"11%";"444 / 5,028";"9%";"169 / 2,030";"8%";"216 / 2,035";"11%";"210 / 2,029";"10%";"230 / 2,033";"11%";"127 / 1,773";"7%"
""
""
"2022 - Update 3"
""
"Answers";"Austria";"";"Finland";"";"France";"";"Germany";"";"Italy";"";"Poland";"";"Spain";"";"Sweden";"";"Switzerland";""
"";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent"
"Base";"2,035 / 2,035";"100%";"2,035 / 2,035";"100%";"2,036 / 2,036";"100%";"5,532 / 5,532";"100%";"2,031 / 2,031";"100%";"2,036 / 2,036";"100%";"2,029 / 2,029";"100%";"2,033 / 2,033";"100%";"1,463 / 1,463";"100%"
"Bike rentals / bike sharing";"20 / 2,035";"1%";"55 / 2,035";"3%";"59 / 2,036";"3%";"153 / 5,532";"3%";"51 / 2,031";"3%";"60 / 2,036";"3%";"49 / 2,029";"2%";"59 / 2,033";"3%";"36 / 1,463";"2%"
"Car sharing (short periods, e.g., by the minute, not traditional car rental)";"11 / 2,035";"1%";"30 / 2,035";"1%";"46 / 2,036";"2%";"83 / 5,532";"2%";"38 / 2,031";"2%";"31 / 2,036";"2%";"57 / 2,029";"3%";"24 / 2,033";"1%";"26 / 1,463";"2%"
"e-scooter sharing (stand-up scooter for short periods, e.g., by the hour)";"19 / 1,525";"1%";"38 / 1,527";"2%";"33 / 1,528";"2%";"131 / 4,523";"3%";"27 / 1,521";"2%";"36 / 1,526";"2%";"44 / 1,524";"3%";"45 / 1,524";"3%";"15 / 969";"2%"
"Local public transportation";"609 / 2,035";"30%";"443 / 2,035";"22%";"451 / 2,036";"22%";"1,355 / 5,532";"24%";"361 / 2,031";"18%";"523 / 2,036";"26%";"586 / 2,029";"29%";"546 / 2,033";"27%";"505 / 1,463";"35%"
"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"15 / 2,035";"1%";"28 / 2,035";"1%";"23 / 2,036";"1%";"70 / 5,532";"1%";"26 / 2,031";"1%";"34 / 2,036";"2%";"25 / 2,029";"1%";"26 / 2,033";"1%";"23 / 1,463";"2%"
"Own bicycle";"524 / 2,035";"26%";"634 / 2,035";"31%";"400 / 2,036";"20%";"1,946 / 5,532";"35%";"548 / 2,031";"27%";"684 / 2,036";"34%";"449 / 2,029";"22%";"609 / 2,033";"30%";"347 / 1,463";"24%"
"Own motorcycle";"60 / 2,035";"3%";"61 / 2,035";"3%";"80 / 2,036";"4%";"218 / 5,532";"4%";"107 / 2,031";"5%";"70 / 2,036";"3%";"173 / 2,029";"9%";"51 / 2,033";"3%";"62 / 1,463";"4%"
"Own motor scooter";"70 / 2,035";"3%";"44 / 2,035";"2%";"56 / 2,036";"3%";"200 / 5,532";"4%";"200 / 2,031";"10%";"80 / 2,036";"4%";"113 / 2,029";"6%";"46 / 2,033";"2%";"60 / 1,463";"4%"
"Own / household car";"1,446 / 2,035";"71%";"1,427 / 2,035";"70%";"1,504 / 2,036";"74%";"3,961 / 5,532";"72%";"1,684 / 2,031";"83%";"1,421 / 2,036";"70%";"1,525 / 2,029";"75%";"1,296 / 2,033";"64%";"960 / 1,463";"66%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"6 / 2,035";"0%";"47 / 2,035";"2%";"36 / 2,036";"2%";"63 / 5,532";"1%";"30 / 2,031";"1%";"40 / 2,036";"2%";"43 / 2,029";"2%";"28 / 2,033";"1%";"12 / 1,463";"1%"
"Taxis";"22 / 2,035";"1%";"30 / 2,035";"1%";"26 / 2,036";"1%";"94 / 5,532";"2%";"28 / 2,031";"1%";"59 / 2,036";"3%";"62 / 2,029";"3%";"43 / 2,033";"2%";"22 / 1,463";"2%"
"Occasional user / non-user";"163 / 2,035";"8%";"195 / 2,035";"10%";"223 / 2,036";"11%";"466 / 5,532";"8%";"164 / 2,031";"8%";"226 / 2,036";"11%";"206 / 2,029";"10%";"232 / 2,033";"11%";"106 / 1,463";"7%"
""
""
"2022 - Update 4"
""
"Answers";"Austria";"";"Finland";"";"France";"";"Germany";"";"Italy";"";"Poland";"";"Spain";"";"Sweden";"";"Switzerland";""
"";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent"
"Base";"2,035 / 2,035";"100%";"2,034 / 2,034";"100%";"2,036 / 2,036";"100%";"6,029 / 6,029";"100%";"2,030 / 2,030";"100%";"2,033 / 2,033";"100%";"2,031 / 2,031";"100%";"2,033 / 2,033";"100%";"1,083 / 1,083";"100%"
"Bike rentals / bike sharing";"21 / 2,035";"1%";"48 / 2,034";"2%";"69 / 2,036";"3%";"172 / 6,029";"3%";"53 / 2,030";"3%";"61 / 2,033";"3%";"58 / 2,031";"3%";"51 / 2,033";"3%";"28 / 1,083";"3%"
"Car sharing (short periods, e.g., by the minute, not traditional car rental)";"11 / 2,035";"1%";"25 / 2,034";"1%";"41 / 2,036";"2%";"115 / 6,029";"2%";"40 / 2,030";"2%";"30 / 2,033";"1%";"45 / 2,031";"2%";"19 / 2,033";"1%";"20 / 1,083";"2%"
"e-scooter sharing (stand-up scooter for short periods, e.g., by the hour)";"29 / 2,035";"1%";"47 / 2,034";"2%";"54 / 2,036";"3%";"191 / 6,029";"3%";"35 / 2,030";"2%";"52 / 2,033";"3%";"65 / 2,031";"3%";"60 / 2,033";"3%";"17 / 1,083";"2%"
"Local public transportation";"591 / 2,035";"29%";"411 / 2,034";"20%";"427 / 2,036";"21%";"1,489 / 6,029";"25%";"377 / 2,030";"19%";"532 / 2,033";"26%";"620 / 2,031";"31%";"564 / 2,033";"28%";"383 / 1,083";"35%"
"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"12 / 2,035";"1%";"22 / 2,034";"1%";"29 / 2,036";"1%";"97 / 6,029";"2%";"30 / 2,030";"1%";"33 / 2,033";"2%";"32 / 2,031";"2%";"17 / 2,033";"1%";"20 / 1,083";"2%"
"Own bicycle";"522 / 2,035";"26%";"635 / 2,034";"31%";"408 / 2,036";"20%";"2,106 / 6,029";"35%";"523 / 2,030";"26%";"710 / 2,033";"35%";"465 / 2,031";"23%";"581 / 2,033";"29%";"245 / 1,083";"23%"
"Own motorcycle";"63 / 2,035";"3%";"60 / 2,034";"3%";"95 / 2,036";"5%";"241 / 6,029";"4%";"101 / 2,030";"5%";"67 / 2,033";"3%";"179 / 2,031";"9%";"50 / 2,033";"2%";"55 / 1,083";"5%"
"Own motor scooter";"67 / 2,035";"3%";"42 / 2,034";"2%";"58 / 2,036";"3%";"239 / 6,029";"4%";"209 / 2,030";"10%";"70 / 2,033";"3%";"123 / 2,031";"6%";"43 / 2,033";"2%";"47 / 1,083";"4%"
"Own / household car";"1,426 / 2,035";"70%";"1,446 / 2,034";"71%";"1,494 / 2,036";"73%";"4,284 / 6,029";"71%";"1,672 / 2,030";"82%";"1,414 / 2,033";"70%";"1,506 / 2,031";"74%";"1,305 / 2,033";"64%";"686 / 1,083";"63%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"12 / 2,035";"1%";"34 / 2,034";"2%";"42 / 2,036";"2%";"101 / 6,029";"2%";"30 / 2,030";"1%";"43 / 2,033";"2%";"47 / 2,031";"2%";"33 / 2,033";"2%";"10 / 1,083";"1%"
"Taxis";"24 / 2,035";"1%";"28 / 2,034";"1%";"28 / 2,036";"1%";"111 / 6,029";"2%";"31 / 2,030";"2%";"65 / 2,033";"3%";"67 / 2,031";"3%";"33 / 2,033";"2%";"19 / 1,083";"2%"
"Occasional user / non-user";"186 / 2,035";"9%";"192 / 2,034";"9%";"245 / 2,036";"12%";"530 / 6,029";"9%";"167 / 2,030";"8%";"226 / 2,033";"11%";"202 / 2,031";"10%";"218 / 2,033";"11%";"94 / 1,083";"9%"
""
""
"2023 - Update 1"
""
"Answers";"Austria";"";"Finland";"";"France";"";"Germany";"";"Italy";"";"Poland";"";"Spain";"";"Sweden";"";"Switzerland";""
"";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent"
"Base";"2,035 / 2,035";"100%";"2,034 / 2,034";"100%";"2,035 / 2,035";"100%";"6,026 / 6,026";"100%";"2,031 / 2,031";"100%";"2,033 / 2,033";"100%";"2,029 / 2,029";"100%";"2,030 / 2,030";"100%";"1,021 / 1,021";"100%"
"Bike rentals / bike sharing";"25 / 2,035";"1%";"47 / 2,034";"2%";"79 / 2,035";"4%";"187 / 6,026";"3%";"52 / 2,031";"3%";"59 / 2,033";"3%";"48 / 2,029";"2%";"65 / 2,030";"3%";"68 / 1,021";"7%"
"Car sharing (short periods, e.g., by the minute, not traditional car rental)";"15 / 2,035";"1%";"18 / 2,034";"1%";"33 / 2,035";"2%";"136 / 6,026";"2%";"40 / 2,031";"2%";"26 / 2,033";"1%";"39 / 2,029";"2%";"21 / 2,030";"1%";"36 / 1,021";"4%"
"e-scooter sharing (stand-up scooter for short periods, e.g., by the hour)";"31 / 2,035";"2%";"44 / 2,034";"2%";"54 / 2,035";"3%";"207 / 6,026";"3%";"34 / 2,031";"2%";"46 / 2,033";"2%";"56 / 2,029";"3%";"67 / 2,030";"3%";"42 / 1,021";"4%"
"Local public transportation";"583 / 2,035";"29%";"415 / 2,034";"20%";"452 / 2,035";"22%";"1,507 / 6,026";"25%";"401 / 2,031";"20%";"556 / 2,033";"27%";"631 / 2,029";"31%";"597 / 2,030";"29%";"334 / 1,021";"33%"
"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"17 / 2,035";"1%";"18 / 2,034";"1%";"36 / 2,035";"2%";"115 / 6,026";"2%";"29 / 2,031";"1%";"28 / 2,033";"1%";"29 / 2,029";"1%";"16 / 2,030";"1%";"38 / 1,021";"4%"
"Own bicycle";"507 / 2,035";"25%";"619 / 2,034";"30%";"425 / 2,035";"21%";"2,057 / 6,026";"34%";"550 / 2,031";"27%";"715 / 2,033";"35%";"469 / 2,029";"23%";"589 / 2,030";"29%";"270 / 1,021";"26%"
"Own e-scooter (stand-up scooter)";"26 / 508";"5%";"7 / 509";"1%";"40 / 509";"8%";"47 / 1,501";"3%";"20 / 509";"4%";"27 / 508";"5%";"40 / 505";"8%";"23 / 505";"5%";"34 / 443";"8%"
"Own electric motor scooter (sit-down scooter)";"7 / 508";"1%";"1 / 509";"0%";"7 / 509";"1%";"38 / 1,501";"3%";"6 / 509";"1%";"7 / 508";"1%";"3 / 505";"1%";"9 / 505";"2%";"34 / 443";"8%"
"Own motorcycle";"66 / 2,035";"3%";"62 / 2,034";"3%";"97 / 2,035";"5%";"252 / 6,026";"4%";"101 / 2,031";"5%";"81 / 2,033";"4%";"183 / 2,029";"9%";"55 / 2,030";"3%";"93 / 1,021";"9%"
"Own motor scooter";"68 / 2,035";"3%";"42 / 2,034";"2%";"69 / 2,035";"3%";"262 / 6,026";"4%";"203 / 2,031";"10%";"64 / 2,033";"3%";"118 / 2,029";"6%";"42 / 2,030";"2%";"74 / 1,021";"7%"
"Own / household car";"1,431 / 2,035";"70%";"1,445 / 2,034";"71%";"1,485 / 2,035";"73%";"4,293 / 6,026";"71%";"1,644 / 2,031";"81%";"1,397 / 2,033";"69%";"1,517 / 2,029";"75%";"1,294 / 2,030";"64%";"650 / 1,021";"64%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"17 / 2,035";"1%";"33 / 2,034";"2%";"44 / 2,035";"2%";"122 / 6,026";"2%";"30 / 2,031";"1%";"45 / 2,033";"2%";"44 / 2,029";"2%";"39 / 2,030";"2%";"40 / 1,021";"4%"
"Taxis";"30 / 2,035";"1%";"27 / 2,034";"1%";"32 / 2,035";"2%";"134 / 6,026";"2%";"28 / 2,031";"1%";"58 / 2,033";"3%";"66 / 2,029";"3%";"33 / 2,030";"2%";"48 / 1,021";"5%"
"Occasional user / non-user";"176 / 2,035";"9%";"183 / 2,034";"9%";"235 / 2,035";"12%";"505 / 6,026";"8%";"174 / 2,031";"9%";"223 / 2,033";"11%";"208 / 2,029";"10%";"222 / 2,030";"11%";"91 / 1,021";"9%"
""
""
"2023 - Update 2"
""
"Answers";"Austria";"";"Finland";"";"France";"";"Germany";"";"Italy";"";"Poland";"";"Spain";"";"Sweden";"";"Switzerland";""
"";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent"
"Base";"2,032 / 2,032";"100%";"2,033 / 2,033";"100%";"2,033 / 2,033";"100%";"6,004 / 6,004";"100%";"2,034 / 2,034";"100%";"2,029 / 2,029";"100%";"2,027 / 2,027";"100%";"2,028 / 2,028";"100%";"1,285 / 1,285";"100%"
"Bike rentals / bike sharing";"22 / 2,032";"1%";"47 / 2,033";"2%";"85 / 2,033";"4%";"190 / 6,004";"3%";"53 / 2,034";"3%";"64 / 2,029";"3%";"42 / 2,027";"2%";"75 / 2,028";"4%";"95 / 1,285";"7%"
"Car sharing (short periods, e.g., by the minute, not traditional car rental)";"18 / 2,032";"1%";"14 / 2,033";"1%";"32 / 2,033";"2%";"136 / 6,004";"2%";"30 / 2,034";"1%";"24 / 2,029";"1%";"32 / 2,027";"2%";"28 / 2,028";"1%";"51 / 1,285";"4%"
"e-scooter sharing (stand-up scooter for short periods, e.g., by the hour)";"36 / 2,032";"2%";"48 / 2,033";"2%";"54 / 2,033";"3%";"209 / 6,004";"3%";"33 / 2,034";"2%";"48 / 2,029";"2%";"48 / 2,027";"2%";"70 / 2,028";"3%";"61 / 1,285";"5%"
"Local public transportation";"624 / 2,032";"31%";"437 / 2,033";"21%";"443 / 2,033";"22%";"1,519 / 6,004";"25%";"410 / 2,034";"20%";"583 / 2,029";"29%";"639 / 2,027";"32%";"604 / 2,028";"30%";"436 / 1,285";"34%"
"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"17 / 2,032";"1%";"22 / 2,033";"1%";"36 / 2,033";"2%";"110 / 6,004";"2%";"32 / 2,034";"2%";"28 / 2,029";"1%";"29 / 2,027";"1%";"17 / 2,028";"1%";"51 / 1,285";"4%"
"Own bicycle";"457 / 2,032";"22%";"641 / 2,033";"32%";"426 / 2,033";"21%";"2,050 / 6,004";"34%";"553 / 2,034";"27%";"747 / 2,029";"37%";"468 / 2,027";"23%";"599 / 2,028";"30%";"364 / 1,285";"28%"
"Own e-scooter (stand-up scooter)";"52 / 1,014";"5%";"20 / 1,017";"2%";"74 / 1,017";"7%";"122 / 2,989";"4%";"31 / 1,018";"3%";"61 / 1,014";"6%";"76 / 1,011";"8%";"58 / 1,010";"6%";"61 / 976";"6%"
"Own electric motor scooter (sit-down scooter)";"15 / 1,014";"1%";"10 / 1,017";"1%";"12 / 1,017";"1%";"66 / 2,989";"2%";"18 / 1,018";"2%";"12 / 1,014";"1%";"6 / 1,011";"1%";"19 / 1,010";"2%";"58 / 976";"6%"
"Own motorcycle";"65 / 2,032";"3%";"64 / 2,033";"3%";"101 / 2,033";"5%";"269 / 6,004";"4%";"102 / 2,034";"5%";"79 / 2,029";"4%";"162 / 2,027";"8%";"60 / 2,028";"3%";"125 / 1,285";"10%"
"Own motor scooter";"67 / 2,032";"3%";"38 / 2,033";"2%";"72 / 2,033";"4%";"271 / 6,004";"5%";"187 / 2,034";"9%";"58 / 2,029";"3%";"108 / 2,027";"5%";"50 / 2,028";"2%";"95 / 1,285";"7%"
"Own / household car";"1,394 / 2,032";"69%";"1,437 / 2,033";"71%";"1,470 / 2,033";"72%";"4,223 / 6,004";"70%";"1,636 / 2,034";"80%";"1,415 / 2,029";"70%";"1,491 / 2,027";"74%";"1,273 / 2,028";"63%";"805 / 1,285";"63%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"18 / 2,032";"1%";"27 / 2,033";"1%";"43 / 2,033";"2%";"132 / 6,004";"2%";"26 / 2,034";"1%";"50 / 2,029";"2%";"42 / 2,027";"2%";"43 / 2,028";"2%";"56 / 1,285";"4%"
"Taxis";"33 / 2,032";"2%";"27 / 2,033";"1%";"33 / 2,033";"2%";"146 / 6,004";"2%";"29 / 2,034";"1%";"53 / 2,029";"3%";"63 / 2,027";"3%";"37 / 2,028";"2%";"60 / 1,285";"5%"
"Occasional user / non-user";"185 / 2,032";"9%";"176 / 2,033";"9%";"243 / 2,033";"12%";"513 / 6,004";"9%";"174 / 2,034";"9%";"197 / 2,029";"10%";"214 / 2,027";"11%";"230 / 2,028";"11%";"111 / 1,285";"9%"
""
""
"2023 - Update 3"
""
"Answers";"Austria";"";"Finland";"";"France";"";"Germany";"";"Italy";"";"Poland";"";"Spain";"";"Sweden";"";"Switzerland";""
"";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent";"absolute";"percent"
"Base";"2,033 / 2,033";"100%";"2,032 / 2,032";"100%";"2,034 / 2,034";"100%";"6,003 / 6,003";"100%";"2,036 / 2,036";"100%";"2,029 / 2,029";"100%";"2,027 / 2,027";"100%";"2,024 / 2,024";"100%";"1,522 / 1,522";"100%"
"Bike rentals / bike sharing";"35 / 2,033";"2%";"44 / 2,032";"2%";"88 / 2,034";"4%";"205 / 6,003";"3%";"60 / 2,036";"3%";"57 / 2,029";"3%";"48 / 2,027";"2%";"75 / 2,024";"4%";"116 / 1,522";"8%"
"Car sharing (short periods, e.g., by the minute, not traditional car rental)";"22 / 2,033";"1%";"16 / 2,032";"1%";"35 / 2,034";"2%";"152 / 6,003";"3%";"29 / 2,036";"1%";"18 / 2,029";"1%";"27 / 2,027";"1%";"27 / 2,024";"1%";"64 / 1,522";"4%"
"e-scooter sharing (stand-up scooter for short periods, e.g., by the hour)";"38 / 2,033";"2%";"40 / 2,032";"2%";"57 / 2,034";"3%";"206 / 6,003";"3%";"31 / 2,036";"2%";"38 / 2,029";"2%";"47 / 2,027";"2%";"70 / 2,024";"3%";"73 / 1,522";"5%"
"Local public transportation";"628 / 2,033";"31%";"446 / 2,032";"22%";"428 / 2,034";"21%";"1,561 / 6,003";"26%";"425 / 2,036";"21%";"608 / 2,029";"30%";"656 / 2,027";"32%";"615 / 2,024";"30%";"521 / 1,522";"34%"
"Motor scooter sharing (sit-down scooter for short periods, e.g., by the hour)";"16 / 2,033";"1%";"19 / 2,032";"1%";"37 / 2,034";"2%";"126 / 6,003";"2%";"28 / 2,036";"1%";"19 / 2,029";"1%";"24 / 2,027";"1%";"22 / 2,024";"1%";"59 / 1,522";"4%"
"Own bicycle";"453 / 2,033";"22%";"662 / 2,032";"33%";"426 / 2,034";"21%";"2,071 / 6,003";"34%";"558 / 2,036";"27%";"749 / 2,029";"37%";"475 / 2,027";"23%";"611 / 2,024";"30%";"437 / 1,522";"29%"
"Own e-scooter (stand-up scooter)";"76 / 1,523";"5%";"36 / 1,525";"2%";"98 / 1,526";"6%";"188 / 4,497";"4%";"46 / 1,527";"3%";"104 / 1,522";"7%";"127 / 1,520";"8%";"82 / 1,515";"5%";"79 / 1,408";"6%"
"Own electric motor scooter (sit-down scooter)";"20 / 1,523";"1%";"18 / 1,525";"1%";"21 / 1,526";"1%";"103 / 4,497";"2%";"30 / 1,527";"2%";"15 / 1,522";"1%";"14 / 1,520";"1%";"25 / 1,515";"2%";"74 / 1,408";"5%"
"Own motorcycle";"72 / 2,033";"4%";"57 / 2,032";"3%";"93 / 2,034";"5%";"274 / 6,003";"5%";"120 / 2,036";"6%";"77 / 2,029";"4%";"167 / 2,027";"8%";"60 / 2,024";"3%";"144 / 1,522";"9%"
"Own motor scooter";"69 / 2,033";"3%";"42 / 2,032";"2%";"76 / 2,034";"4%";"273 / 6,003";"5%";"179 / 2,036";"9%";"51 / 2,029";"3%";"100 / 2,027";"5%";"49 / 2,024";"2%";"110 / 1,522";"7%"
"Own / household car";"1,394 / 2,033";"69%";"1,431 / 2,032";"70%";"1,446 / 2,034";"71%";"4,145 / 6,003";"69%";"1,605 / 2,036";"79%";"1,396 / 2,029";"69%";"1,496 / 2,027";"74%";"1,291 / 2,024";"64%";"974 / 1,522";"64%"
"Ride sharing / ride hailing (short distance incl. driver, e.g., Uber)";"26 / 2,033";"1%";"31 / 2,032";"2%";"46 / 2,034";"2%";"146 / 6,003";"2%";"30 / 2,036";"1%";"47 / 2,029";"2%";"45 / 2,027";"2%";"49 / 2,024";"2%";"65 / 1,522";"4%"
"Taxis";"34 / 2,033";"2%";"25 / 2,032";"1%";"32 / 2,034";"2%";"156 / 6,003";"3%";"27 / 2,036";"1%";"59 / 2,029";"3%";"50 / 2,027";"2%";"43 / 2,024";"2%";"77 / 1,522";"5%"
"Occasional user / non-user";"184 / 2,033";"9%";"166 / 2,032";"8%";"267 / 2,034";"13%";"525 / 6,003";"9%";"185 / 2,036";"9%";"203 / 2,029";"10%";"196 / 2,027";"10%";"214 / 2,024";"11%";"125 / 1,522";"8%"
""
Survey details
Country: Austria
Number of respondents: 12516
Age of respondents: 18 to 64 years old
Type of respondents: residential online population
